organization,space,filename,title,summary,category,page_number
Media_Digital,education,edu0.pdf,Практикум по медиапланированию,"Учебное пособие «Практикум по медиапланированию» предназначено для студентов, обучающихся по направлению «Реклама и связи с общественностью». Оно включает 15 практикумов, охватывающих основные темы медиапланирования, такие как размещение рекламы в различных медиа, медиакарты, медиапланы и т.д. Цель пособия - обучение эффективному размещению рекламных сообщений в рамках ограниченного бюджета.",Телекоммуникации,0
Media_Digital,education,edu1.pdf,Основы медиапланирования,"Учебное пособие посвящено процессу медиапланирования, рассматриваемого как элемент профессиональной деятельности в сферах рекламы и PR. Оно включает определение медиапланирования, этапы, основные показатели, и особенности измерения аудитории.",Телекоммуникации,0
Media_Digital,education,edu2.pdf,Медиапланирование: учебно-методическое пособие,"Учебно-методическое пособие по медиапланированию, написанное С.Ф. Галаниным, включает в себя обзор основ медиапланирования, технологию медиапланирования и задачи специалиста по медиапланированию. Основные этапы медиапланирования включают получение и анализ исходных данных, определение целей и задач, выбор эффективных средств рекламы и оценку эффективности рекламных кампаний.",Реклама и связи с общественностью,0
Media_Digital,education,edu3.pdf,Введение в медиапланирование,"Учебное пособие для начинающих медиапланеров, которое включает в себя обзор основных носителей рекламы, ценообразование, социологические исследования и методы создания оптимальных медиапланов. Основное внимание уделено телевидению и радио.",Телекоммуникации,0
Media_Digital,education,edu4.pdf,Практическое руководство по обучению медиаграмотности,"Документ представляет собой практическое руководство по обучению медиаграмотности, включающее основы медиаграмотности, влияние медиа на людей и общество, а также методические материалы и задания для преподавания и проведения тренингов. В руководстве рассматриваются различные виды медиа, их влияние и навыки анализа и создания медиа контента.",Телекоммуникации,0
Media_Digital,education,edu5.pdf,Маркетинговые исследования: учебно-методическое пособие,"Учебно-методическое пособие посвящено организации и проведению маркетинговых исследований. Оно включает в себя определение и направления маркетинговых исследований, их виды и методы сбора и анализа информации. Пособие предназначено для студентов, изучающих менеджмент, и включает практические задания и тесты.",Технологии и электроника,0
Media_Digital,education,edu7.pdf,Оптимизация рекламной кампании на основе теории медиапланирования,"Документ описывает методы оптимизации рекламной кампании с использованием экономико-математических моделей. Цель состоит в разработке плана рекламной кампании, который обеспечивает необходимый охват целевой аудитории при минимальных затратах. Включает в себя расчет эффективного охвата, средней частоты контактов и прогнозируемой прибыли.",Телекоммуникации,0
Media_Digital,processes,proc0.pdf,Должностная инструкция маркетолога 2021,"Документ определяет требования и обязанности маркетолога, включая необходимые навыки и опыт, а также должностные обязанности, такие как проведение исследований рынка, разработка стратегий продвижения, управление бюджетом на маркетинг и анализ эффективности маркетинговых мероприятий. Также указаны права и ответственность маркетолога.",Технологии и электроника,0
Media_Digital,processes,proc1.pdf,Устав Ассоциации Коммуникационных Агентств России,"Устав Ассоциации Коммуникационных Агентств России утвержден Общим Собранием Ассоциации и включает в себя изменения и дополнения, внесенные в различные годы. Документ определяет цели и предмет деятельности Ассоциации, права и обязанности членов, порядок уплаты членских взносов, а также управление Ассоциацией через общее собрание членов.",Телекоммуникации,0
Media_Digital,processes,proc2.pdf,Индустриальные стандарты в рекламе и коммуникациях,"Документ описывает индустриальные стандарты, установленные Ассоциацией Коммуникационных Агентств России (АКАР), которые регулируют профессиональную деятельность в сфере рекламы и коммерческих коммуникаций. Включает разделы о стратегическом планировании, взаимоотношениях агентств с клиентами и подрядчиками, а также рекомендации по этическим стандартам и правилам делового оборота.",Телекоммуникации,0
Media_Digital,processes,proc3.pdf,Ассоциация рекомендованных партнеров IAB Russia по performance-маркетингу,"Ассоциация рекомендованных партнеров IAB Russia по performance-маркетингу и смежным рынкам создана для участия представителей рынка в решении отраслевых вопросов и предоставления прозрачной возможности выбора партнеров для интернет-продвижения. Процедура вступления включает подачу заявки, передачу пакета документов и голосование членов Ассоциации. Критерии вступления включают годовой оборот, прямые контракты с поисковыми системами, наличие сертифицированных специалистов, юридическое лицо, наличие специалистов по Google Analytics и Яндекс.Метрике, использование технологий и предоставление рекомендаций.",Телекоммуникации,0
Media_Digital,processes,proc4.pdf,,,,16
Media_Digital,processes,proc5.pdf,Аудиобрендинг и его применение,"Аудиобрендинг — это использование фонограмм для придания уникального звучания элементам коммуникации и брендам в целом. В современном мире аудиобрендинг является важным инструментом для создания аудиального диалога с потребителем и повышения узнаваемости бренда. Включает в себя производство аудио-контента, подбор и лицензирование аудио-контента, аудиопост-продакшн и другие услуги.",Технологии и электроника,0
